sample,modal,inf,n,procent,syl_inf,xpos,upos,morph_aspect,xpos2
twitter,treba,brati,1,0.4,2,Ggnn,VERB,Imp,Vmpn
twitter,treba,biti,1,0.4,1,Gp-n,AUX,Imp,Va-n
twitter,treba,ceniti,1,0.4,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,čakati,1,0.4,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,delovati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,dobiti,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,dodati,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,dokazovati,1,0.4,5,Ggnn,VERB,Imp,Vmpn
twitter,treba,dopisati,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,držati,1,0.4,2,Ggnn,VERB,Imp,Vmpn
twitter,treba,glasovati,1,0.4,4,Ggvn,VERB,Both,Vmbn
twitter,treba,graditi,1,0.4,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,iti,1,0.4,2,Ggvn,VERB,Both,Vmbn
twitter,treba,izbojevati,1,0.4,5,Ggdn,VERB,Perf,Vmen
twitter,treba,izogniti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,izpolniti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,izpolnjevati,1,0.4,5,Ggnn,VERB,Imp,Vmpn
twitter,treba,iztrebiti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,kupiti,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,likvidirati,1,0.4,5,Ggvn,VERB,Both,Vmbn
twitter,treba,ločiti,1,0.4,3,Ggvn,VERB,Both,Vmbn
twitter,treba,lotiti,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,misliti,1,0.4,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,molčati,1,0.4,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,nadzorovati,1,0.4,5,Ggnn,VERB,Imp,Vmpn
twitter,treba,niti,1,0.4,2,L,UNK,UNK,Q
twitter,treba,nižati,1,0.4,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,norčevati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,obveščati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,obvladati,1,0.4,4,Ggvn,VERB,Both,Vmbn
twitter,treba,odločiti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,odpraviti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,odvaditi,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,odvzeti,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,ohraniti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,pisati,1,0.4,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,plačati,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,podrejati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,pogledati,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,pojasniti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,pomesti,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,pomiriti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,pomoči,1,0.4,3,Sozer,UNK,UNK,Ncfsg
twitter,treba,ponavljati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,ponoviti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,poskrbeti,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,poslušati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,pospešiti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,postoriti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,potrpeti,1,0.4,3,Ggvn,VERB,Both,Vmbn
twitter,treba,poudariti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,povezovati,1,0.4,5,Ggnn,VERB,Imp,Vmpn
twitter,treba,poznati,1,0.4,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,požigati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,prečkati,1,0.4,3,Ggvn,VERB,Both,Vmbn
twitter,treba,predstaviti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,preganjati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,premagati,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,prepovedati,1,0.4,5,Ggdn,VERB,Perf,Vmen
twitter,treba,preprečiti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,prepričati,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,preslikati,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,prijaviti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,prilagoditi,1,0.4,5,Ggdn,VERB,Perf,Vmen
twitter,treba,prinesti,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,pripenjati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,proti,1,0.4,2,Dd,UNK,UNK,Sd
twitter,treba,razbremeniti,1,0.4,5,Ggdn,VERB,Perf,Vmen
twitter,treba,raziskati,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,reformirati,1,0.4,5,Ggvn,VERB,Both,Vmbn
twitter,treba,reševati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,sankcionirati,1,0.4,5,Ggvn,VERB,Both,Vmbn
twitter,treba,shranjevati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,skleniti,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,skrajševati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,skrivati,1,0.4,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,soočiti,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,spreminjati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,storiti,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,tehtati,1,0.4,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,testirati,1,0.4,4,Ggvn,VERB,Both,Vmbn
twitter,treba,truditi,1,0.4,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,ubiti,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,ubraniti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,udariti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,ukiniti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,ukvarjati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,umiriti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,uporabiti,1,0.4,5,Ggdn,VERB,Perf,Vmen
twitter,treba,urediti,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,ustanoviti,1,0.4,5,Ggdn,VERB,Perf,Vmen
twitter,treba,ustavljati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,utišati,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,uvajati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,uvesti,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,verjeti,1,0.4,3,Ggvn,VERB,Both,Vmbn
twitter,treba,vključiti,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,zabrenkati,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,zabrisati,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,zadržati,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,zagovarjati,1,0.4,5,Ggnn,VERB,Imp,Vmpn
twitter,treba,zahtevati,1,0.4,4,Ggvn,VERB,Both,Vmbn
twitter,treba,zamenjati,1,0.4,4,Ggdn,VERB,Perf,Vmen
twitter,treba,zanašati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,zapirati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,zastraševati,1,0.4,5,Ggnn,VERB,Imp,Vmpn
twitter,treba,zavajati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,zavedati,1,0.4,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,znižati,1,0.4,3,Ggdn,VERB,Perf,Vmen
twitter,treba,živeti,1,0.4,3,Ggnn,VERB,Imp,Vmpn
