FED;FEDfull;Ambiguity.D;Length.L;Length.W;Emovalsq;Emoval;Arousal;Familiarity;Sem.transp;Figurative;Concrete;Ambig;Confidence
ennDckkph;einen Dickkopf haben;1;18;3;4,450704225;-1,042253521;3,943661972;5,014084507;4,183098592;4,929577465;3,971830986;0,366197183;5,352112676
ennempfNt;einen empfindlichen Nerv treffen;1;29;4;3,957746479;-1,056338028;4,478873239;5,070422535;4,422535211;4,901408451;4,084507042;0,394366197;5,436619718
ennflscTt;einen falschen Ton treffen;1;23;4;2,849315068;-1,01369863;3,849315068;4,04109589;3,657534247;4,01369863;4,452054795;0,808219178;4,698630137
ennFrsiHh;einen Frosch im Hals haben;1;22;5;3,109589041;-1,109589041;3,438356164;5,082191781;3,712328767;5,671232877;3,712328767;0,246575342;5,164383562
ennGstsbh;einen Geistesblitz haben;0;22;3;2,885714286;1,028571429;3,585714286;4,314285714;3,657142857;4,685714286;3,757142857;0,114285714;5
enngtDzjh;einen guten Draht zu jemandem haben;0;30;6;5,6;2,028571429;4,428571429;4,885714286;3,628571429;4,871428571;3,842857143;0,242857143;5,357142857
ennKnllhb;einen Knall haben;0;15;3;4,642857143;-1,014285714;4,028571429;4,671428571;3,242857143;4,971428571;3,242857143;0,142857143;4,828571429
ennKtrhbn;einen Kater haben;1;15;3;4,366197183;-0,957746479;4,028169014;5,450704225;3,661971831;5,535211268;3,535211268;0,732394366;5,676056338
enNrvnbns;ein Nervenbündel sein;0;19;3;4,2;-0,828571429;4,371428571;4,528571429;4,314285714;4,642857143;3,528571429;0,157142857;4,9
ennschwKh;einen schweren Kopf haben;1;22;4;3,23943662;-1,211267606;4,042253521;4,422535211;4,056338028;4,323943662;3,802816901;0,577464789;5,295774648
ennschwTh;einen schwarzen Tag haben;0;22;4;4,535211268;-1,323943662;4,521126761;4,718309859;4,309859155;4,352112676;3,38028169;0,197183099;5,394366197
ennSpidSh;einen Sprung in der Schüssel haben;1;29;6;4,579710145;-0,985507246;4,043478261;4,608695652;3,31884058;5,072463768;3,434782609;0,231884058;5,173913043
ennTrmhgn;einen Traum hegen;0;15;3;3,579710145;1,057971014;3,753623188;3,434782609;3,913043478;4,782608696;3,289855072;0,173913043;4,130434783
ennVglhbn;einen Vogel haben;1;15;3;3,2;-0,857142857;3,585714286;4,314285714;3,142857143;4,628571429;3,657142857;0,585714286;4,828571429
ennZhnzlg;einen Zahn zulegen;1;16;3;2,535211268;0,873239437;3,408450704;4,971830986;3,591549296;4,971830986;3,521126761;0,197183099;4,957746479
enPrbadWp;ein Problem an der Wurzel packen;0;27;6;3,414285714;1,185714286;3,857142857;4,228571429;3,571428571;4,742857143;3,242857143;0,114285714;5
enPrnzpns;ein Prinzipienreiter sein;0;23;3;2,073529412;-0,485294118;3,235294118;3,161764706;3,397058824;4,808823529;3,441176471;0,220588235;5,029411765
enrhgKgls;eine ruhige Kugel schieben;0;23;4;2,785714286;0,242857143;3,571428571;3,357142857;3,2;4,714285714;4;0,3;4,728571429
enrScegWv;einer Sache eine gewisse Würze verleihen;1;35;6;3,057142857;1,171428571;3,357142857;3,757142857;3,842857143;4,214285714;3,914285714;0,414285714;5,285714286
enschrfZh;eine scharfe Zunge haben;0;21;4;3,342857143;-0,714285714;4,471428571;4,685714286;3,757142857;4,828571429;3,957142857;0,442857143;5,171428571
enSchwngv;ein Schweinegeld verdienen;0;24;3;3,913043478;0,753623188;3,608695652;4,057971014;3,782608696;4,260869565;2,898550725;0,101449275;4,985507246
enSnntgss;ein Sonntagskind sein;1;19;3;5,055555556;1,361111111;3,513888889;3,152777778;3,097222222;5,027777778;3,375;0,430555556;5,041666667
enStbnhcs;ein Stubenhocker sein;0;19;3;3,014492754;-0,782608696;2,942028986;4,420289855;3,31884058;4,956521739;3,434782609;0,260869565;5,217391304
enStWidEs;eine Stange Wasser in die Ecke stellen;0;32;7;1,691176471;0,397058824;3,161764706;2,808823529;2,955882353;5,014705882;3,808823529;0,338235294;4,544117647
enVlchnhb;ein Veilchen haben;1;16;3;2,785714286;-0,471428571;3,871428571;3,5;3,285714286;5,057142857;3,357142857;0,228571429;4,271428571
enWlfimSs;ein Wolf im Schafspelz sein;0;23;5;4,289855072;-1,391304348;4,144927536;4,217391304;3,565217391;5,101449275;3,231884058;0,246376812;4,927536232
enWschlps;ein Waschlappen sein;0;18;3;6,684931507;-2,301369863;4,04109589;5;5,01369863;4,739726027;3,575342466;0,397260274;5,356164384
ErsthiZsL;Er steht im Zenit seines Lebens;0;26;6;3,507462687;1,149253731;4,089552239;3,626865672;3,865671642;4,701492537;3,343283582;0,119402985;4,686567164
esbrtscez;es braut sich etwas zusammen;0;24;5;2,152777778;-0,513888889;3,388888889;4,75;4,097222222;4,347222222;4,194444444;0,777777778;5,166666667
esfsthdOh;es faustdick hinter den Ohren haben;0;30;6;3,246376812;0,347826087;4,275362319;4,144927536;3,057971014;5,144927536;3,782608696;0,15942029;4,855072464
esghtumdW;es geht um die Wurst;1;16;5;1,985507246;0,594202899;3,768115942;4,362318841;3,449275362;5,188405797;3,608695652;0,536231884;5,202898551
esgrautmr;es graut mir;0;10;3;4,106060606;-1,560606061;4,151515152;3,515151515;3,833333333;4,606060606;3,590909091;0,272727273;4,121212121
esisnasMg;es ist nicht auf seinem Mist gewachsen;1;32;7;3,71641791;-0,343283582;4,417910448;4,313432836;3,626865672;4,835820896;2,910447761;0,164179104;4,805970149
esistetiG;es ist etwas im Gange;1;17;5;1,314285714;0,228571429;3,614285714;4,914285714;4;4,485714286;3,357142857;0,414285714;5,1
esksttndW;es kostet nicht die Welt;0;20;5;3,084507042;0,802816901;3,338028169;4,436619718;4,23943662;4,957746479;3,887323944;0,183098592;5,225352113
eslgtmadZ;es liegt mir auf der Zunge;1;21;6;0,9;0,157142857;2,957142857;5,628571429;4,128571429;4,842857143;3,814285714;0,471428571;5,542857143
esschwuHh;es schwer ums Herz haben;0;20;5;4,47826087;-1,434782609;4,826086957;4,637681159;3,942028986;4,724637681;3,666666667;0,086956522;4,884057971
esstcnidK;es steckt noch in den Kinderschuhen;1;30;6;3,173913043;-0,47826087;3,492753623;4,362318841;4,594202899;3,811594203;3,855072464;0,724637681;5,130434783
etfeAueEk;etwas für einen Apfel und ein Ei kaufen;1;32;8;2,333333333;0,565217391;3,47826087;3,391304348;3,405797101;5,101449275;4,188405797;0,391304348;4,898550725
etwsadgGh;etwas an die große Glocke hängen;1;27;6;2,246376812;-0,594202899;4,072463768;5,623188406;3,869565217;4,913043478;3,782608696;0,536231884;5,579710145
etwsadhKl;etwas auf die hohe Kante legen;1;25;6;2,714285714;0,457142857;3,557142857;4,028571429;3,571428571;5,1;4,185714286;0,585714286;4,914285714
etwsadlBs;etwas auf die lange Bank schieben;1;28;6;2,732394366;-0,676056338;3,845070423;3,774647887;3,676056338;5,070422535;3,098591549;0,366197183;5,253521127
etwsadlSn;etwas auf die leichte Schulter nehmen;0;32;6;2,4;-0,142857143;3,8;5,114285714;3,914285714;4,714285714;3,342857143;0,285714286;5,228571429
etwsafdHh;etwas auf dem Herzen haben;0;22;5;2,52173913;0,608695652;5,362318841;5,463768116;3,826086957;5,028985507;4,101449275;0,202898551;5,550724638
etwsafdKh;etwas auf dem Kasten haben;1;22;5;5,072463768;1,333333333;4,072463768;4,695652174;3,855072464;4,927536232;3,115942029;0,47826087;5,31884058
etwsafdPh;etwas auf der Pfanne haben;1;22;5;4,169014085;0,422535211;3,816901408;4,154929577;3,647887324;4,802816901;3,704225352;0,605633803;5,070422535
etwsasdAs;etwas aus dem Ärmel schütteln;1;25;5;2,850746269;0,582089552;3,447761194;4,746268657;3,835820896;4,895522388;4;0,656716418;5,104477612
etwsdrdBs;etwas durch die Blume sagen;0;23;5;3,694444444;1,083333333;3,736111111;2,625;2,805555556;5,694444444;3,722222222;0,222222222;4,763888889
etwsfrbMn;etwas für bare Münze nehmen;1;23;5;1,820895522;-0,089552239;3,686567164;3,626865672;3,417910448;4,656716418;3,611940299;0,28358209;4,925373134
etwsgjgdS;etwas geht jemandem gegen den Strich;1;31;6;3,913043478;-1,130434783;3,985507246;4,014492754;3,565217391;4,985507246;3,420289855;0,115942029;4,724637681
etwsidfHk;etwas in den falschen Hals kriegen;0;29;6;3,142857143;-0,8;4,328571429;4,2;3,614285714;4,614285714;3,857142857;0,442857143;5,071428571
etwsinWrk;etwas in Worte kleiden;0;19;4;2,042857143;0,414285714;2,614285714;3,2;3,157142857;4,9;3,5;0,128571429;4,757142857
etwskruks;etwas kurz und klein schlagen;1;25;5;4,695652174;-0,695652174;4,579710145;4,536231884;4,507246377;3,927536232;4,217391304;0,47826087;5,333333333
etwslmsiM;etwas liegt mir schwer im Magen;1;26;6;5,214285714;-1,557142857;4,314285714;4,728571429;4,428571429;4,714285714;4,028571429;0,4;5,057142857
etwsmtdFt;etwas mit den Füßen treten;1;22;5;3,986111111;-1,541666667;4,444444444;4,666666667;4,722222222;4,152777778;4,583333333;0,722222222;4,916666667
etwsncuHb;etwas nicht übers Herz bringen;0;26;5;3,328571429;0,157142857;4,5;5,085714286;3,442857143;4,842857143;3,228571429;0,128571429;5,385714286
etwsuDuFb;etwas unter Dach und Fach bringen;0;28;6;3,028571429;1,028571429;3,528571429;4,171428571;3,471428571;4,742857143;3,342857143;0,428571429;5,085714286
etwsunvrs;etwas unverblümt sagen;0;20;3;3,589041096;0,136986301;3,397260274;3,506849315;4,150684932;4,684931507;3,506849315;0,232876712;4,97260274
etwswsnWk;etwas wie seine Westentasche kennen;1;31;5;5,056338028;1,76056338;3,535211268;4,535211268;4,23943662;4,38028169;3,422535211;0,338028169;5,070422535
Farbbknnn;Farbe bekennen;0;13;2;2;0,333333333;3,416666667;3,208333333;3,416666667;4,916666667;3,513888889;0,236111111;4,791666667
Flhhstnhr;Flöhe husten hören;0;16;3;3,235294118;0,088235294;3,441176471;3,191176471;3,808823529;4,808823529;3,882352941;0,117647059;4,852941176
FlsnimKph;Flausen im Kopf haben;0;18;4;3,68115942;-0,898550725;3,666666667;4,536231884;3,231884058;5;3,869565217;0,246376812;4,855072464
frjmdHiFl;für jmdn die Hand ins Feuer legen;1;27;7;5,535211268;1,901408451;5,056338028;5,323943662;4,295774648;5,267605634;3,873239437;0,577464789;5,577464789
frjmdSvHh;für jemanden die Sterne vom Himmel holen;0;34;7;7,041666667;2,319444444;4,625;5,194444444;4,083333333;5,347222222;3,152777778;0,236111111;5,375
frjmnddFg;für jemanden durchs Feuer gehen;1;27;5;5,863013699;1,97260274;5,068493151;5,424657534;4,465753425;4,849315068;3,904109589;0,561643836;5,753424658
FrundFlms;Feuer und Flamme sein;0;18;4;6,208333333;1,930555556;4,833333333;5,347222222;3,902777778;4,847222222;3,236111111;0,236111111;5,305555556
fstimStts;fest im Sattel sitzen;1;18;4;5,246376812;1,420289855;3,956521739;4,608695652;4,028985507;4,405797101;4,246376812;0,724637681;5,376811594
ftwenTrns;fit wie ein Turnschuh sein;0;22;5;5,428571429;1,971428571;4,114285714;4,985714286;4,128571429;4,428571429;3,757142857;0,071428571;5,428571429
furlarbtn;für lau arbeiten;0;14;3;3,666666667;-0,768115942;3,594202899;3,913043478;3,550724638;4,782608696;3,913043478;0,15942029;5,188405797
Fussfassn;Fuß fassen;1;9;2;2,927536232;1,188405797;3,652173913;3,391304348;3,507246377;4,84057971;3,782608696;0,405797101;4,52173913
gefrtwrdn;gefeuert werden;0;14;2;6,273972603;-2,219178082;4,438356164;5,780821918;4,561643836;3,945205479;3,602739726;0,534246575;5,904109589
GeldwHhbn;Geld wie Heu haben;0;15;4;4,728571429;1,757142857;4,085714286;4,5;4,328571429;4,557142857;3,971428571;0,557142857;5,571428571
GftundGls;Gift und Galle spucken;0;19;4;5,217391304;-1,536231884;4,942028986;3,869565217;3,217391304;4,956521739;3,275362319;0,173913043;4,739130435
ggndWndrd;gegen die Wand reden;1;17;4;3,085714286;-0,685714286;3,771428571;4,557142857;3,7;4,614285714;4,414285714;0,571428571;5,357142857
ghpftwgss;gehüpft wie gesprungen sein;0;24;4;1,617647059;0,205882353;3,485294118;3,411764706;3,367647059;5,058823529;3,382352941;0,191176471;4,529411765
GldohnEnh;Geld ohne Ende haben;0;17;4;4,690140845;1,61971831;3,943661972;5,14084507;5,366197183;4,056338028;3,845070423;0,366197183;5,605633803
GldzmFnsh;Geld zum Fenster hinauswerfen;1;26;4;3,652173913;-1,188405797;3,739130435;5,173913043;5,028985507;3,739130435;3,666666667;0,68115942;5,579710145
GrsubdSwl;Gras über die Sache wachsen lassen;0;29;6;2,9;0,357142857;3,828571429;4,585714286;3,885714286;4,885714286;3,485714286;0,485714286;5,385714286
HlzvrdrHh;Holz vor der Hütte haben;1;20;5;2,742857143;0,771428571;3,385714286;3,642857143;3,328571429;5,057142857;3,628571429;0,671428571;4,757142857
HmmluHiBs;Himmel und Hölle in Bewegung setzen;0;30;6;3,231884058;1;4,608695652;4,173913043;3,811594203;5,217391304;3,115942029;0,072463768;5,130434783
hntrdmMnl;hinter dem Mond leben;0;18;4;3,614285714;-0,785714286;3,671428571;4,114285714;3,971428571;5,171428571;3,785714286;0,285714286;4,971428571
hochnsgsn;hochnäsig sein;0;13;2;4,52173913;-1,565217391;4,130434783;3,985507246;4,652173913;4,072463768;4,028985507;0,31884058;5,376811594
HrafdnZhh;Haare auf den Zähnen haben;1;22;5;3,202898551;-0,913043478;3,884057971;3,608695652;3,391304348;4,971014493;3,434782609;0,362318841;4,652173913
Hrspltrnb;Haarspaltereien betreiben;0;24;2;2,455882353;-0,044117647;3,911764706;3,838235294;3,191176471;4,941176471;3,147058824;0,338235294;4,279411765
ichmniiHs;ich möchte nicht in ihrer Haut stecken;0;32;7;4,471428571;-0,814285714;3,828571429;5,385714286;4,1;4,885714286;3,1;0,171428571;5,242857143
ichzhldSk;ich zähle die Sekunden;1;19;4;2,304347826;-0,217391304;3,739130435;4,463768116;4,130434783;4,31884058;3,376811594;0,666666667;4,768115942
imDnklntp;im Dunkeln tappen;1;15;3;2,718309859;-1,028169014;3,366197183;5,056338028;4,112676056;4,492957746;4,154929577;0,690140845;5,225352113
imGldschw;im Geld schwimmen;0;15;3;4,690140845;1,535211268;3,929577465;5,408450704;4,563380282;4,873239437;3,971830986;0,450704225;5,309859155
immrallss;immer alles schwarz sehen;0;22;4;6,014084507;-1,61971831;4,408450704;5,169014085;4,394366197;4,816901408;4,295774648;0,422535211;5,521126761
imsbtnHms;im siebten Himmel sein;0;19;4;7,173913043;2,333333333;5,347826087;5,362318841;4,173913043;5,608695652;3,724637681;0,130434783;5,52173913
inallrMns;in aller Munde sein;0;16;4;3,347222222;0,458333333;3,847222222;3,986111111;3,916666667;4,833333333;3,958333333;0,194444444;4,958333333
indnsrnAb;in den sauren Apfel beißen;1;22;5;4,071428571;-0,871428571;4,042857143;3,9;3,428571429;3,785714286;4,2;0,614285714;5,142857143
indnTghnn;in den Tag hineinträumen;0;21;4;2,090909091;0,303030303;3,439393939;3,757575758;3,848484848;4,984848485;3,833333333;0,454545455;4,348484848
indPfnnhn;in die Pfanne hauen;1;16;4;3,857142857;-0,228571429;4,4;4,614285714;3,628571429;5,314285714;3,785714286;0,642857143;4,8
indrBlsJs;in der Blüte seiner Jahre sein;0;25;6;4,957142857;1,814285714;3,5;4,542857143;4,685714286;4,471428571;3,742857143;0,171428571;5,157142857
indrLfthn;in der Luft hängen;1;15;4;1,585714286;0,071428571;3,271428571;3,942857143;3,8;4,7;3,6;0,428571429;4,8
inenWspns;in ein Wespennest stechen;1;22;4;3,857142857;-0,771428571;4,242857143;3,528571429;3,485714286;4,514285714;3,557142857;0,6;4,985714286
inFhrtkmm;in Fahrt kommen;0;13;3;3,542857143;1,257142857;3,671428571;4,471428571;4,142857143;4,685714286;3,414285714;0,457142857;5,171428571
inLhnunBs;in Lohn und Brot stehen;0;19;5;4,029850746;0,417910448;3,71641791;3,029850746;3,462686567;5,089552239;3,701492537;0,059701493;5,104477612
insBlhnnr;ins Blaue hinein reden;0;19;4;2,542857143;-0,371428571;3,728571429;3,728571429;3,271428571;5,314285714;3,471428571;0,085714286;4,842857143
insFttnpt;ins Fettnäpfchen treten;1;21;3;3,285714286;-0,771428571;4,114285714;4,114285714;3,328571429;5,171428571;3,814285714;0,4;4,814285714
insGrsbss;ins Gras beißen;1;13;3;6,347826087;-1,739130435;4,289855072;4,797101449;3,434782609;4,869565217;3,536231884;0,594202899;5,144927536
insSchwrt;ins Schwarze treffen;1;18;3;6,013888889;1,680555556;4,236111111;5,444444444;3,902777778;4,777777778;3,597222222;0,652777778;5,555555556
inSsundBl;in Saus und Braus leben;0;19;5;3,642857143;0,9;3,857142857;4,185714286;3,528571429;5,171428571;3,742857143;0,157142857;5,285714286
JackwHssn;Jacke wie Hose sein;0;16;4;1,970588235;0,470588235;2,661764706;3,382352941;3,691176471;4,882352941;3,588235294;0,132352941;4,823529412
jadrSbrn/;jemanden auf die richtige Spur bringen/führen;1;40;6;5,211267606;1,971830986;3,929577465;5,253521127;5,070422535;4,535211268;3,690140845;0,478873239;5,281690141
jadWck/Zg;jemandem auf den Wecker/Zeiger gehen;0;32;5;4,690140845;-1,563380282;4,478873239;5,056338028;3,549295775;4,929577465;3,267605634;0,197183099;5,422535211
jdnCntzwu;jeden Cent zweimal umdrehen;1;24;4;2,929577465;0,084507042;3,690140845;4,901408451;3,901408451;4,605633803;4,23943662;0,661971831;5,394366197
jdsWradGl;jedes Wort auf die Goldwaage legen;0;29;6;3,043478261;-0,434782609;3,536231884;3,985507246;3,855072464;5,507246377;3,434782609;0,173913043;5,202898551
jemndnfrn;jemanden feuern;0;14;2;4,957746479;-1,070422535;3,971830986;5,309859155;4,211267606;4,971830986;3,901408451;0,422535211;5,577464789
jmdm.dnKv;jmdm. den Kopf verdrehen;1;21;4;3,985507246;0,449275362;5,246376812;4,927536232;3,666666667;5,246376812;3,869565217;0,376811594;4,956521739
jmdnafdLh;jmdn auf dem Laufenden halten;0;25;5;3,928571429;1,585714286;3,828571429;5,214285714;4,185714286;4,542857143;3,657142857;0,285714286;5,214285714
jmnadfFeh;jemanden auf dem falschen Fuß erwischt haben;1;38;7;2,605633803;-0,802816901;3,788732394;5;4,309859155;4,591549296;4,267605634;0,38028169;5,056338028
jmndadfFl;jemanden auf die falsche Fährte locken;1;33;6;3,871428571;-1,242857143;4,1;4,371428571;3,885714286;4,785714286;3,728571429;0,357142857;5,385714286
jmndBadBg;jemandem nicht die Butter auf dem Brot gönnen;1;38;8;4,623188406;-0,971014493;4,304347826;3,826086957;3,739130435;4,927536232;3,507246377;0,449275362;4,782608696
jmnddBvBn;jemandem die Butter vom Brot nehmen;1;30;6;3,594202899;-1,217391304;3,884057971;3,782608696;3,753623188;5,115942029;3,971014493;0,579710145;4,971014493
jmnddWiMu;jemandem das Wort im Munde umdrehen;0;30;6;3,676056338;-0,661971831;4,070422535;4,267605634;3,802816901;4,61971831;3,394366197;0,14084507;5,169014085
jmnddWnrk;jemandem das Wasser nicht reichen können;1;35;6;2,929577465;-0,647887324;3,915492958;4,281690141;3,690140845;4,464788732;4,042253521;0,464788732;4,943661972
jmndeDiAs;jemandem ein Dorn im Auge sein;0;25;6;4,597222222;-1,847222222;4,652777778;5,111111111;4,388888889;5,263888889;3,597222222;0,166666667;5,5
jmndeudNr;jemanden etwas unter die Nase reiben;1;31;6;2,791044776;-0,671641791;4,223880597;5,089552239;3,76119403;4,507462687;4,373134328;0,641791045;5,313432836
jmndhdHvG;jemandem hängt der Himmel voller Geigen;0;34;6;4,550724638;1,130434783;4,260869565;3,565217391;3,304347826;5,507246377;3,507246377;0,115942029;5,434782609
jmndieSsl;jemanden im eigenen Saft schmoren lassen;0;35;6;4,657534247;-1,534246575;4,315068493;3,616438356;3,657534247;4,95890411;3,630136986;0,342465753;4,904109589
jmndleadS;jemandem liegt etwas auf der Seele;0;29;6;2,347826087;0,405797101;4,492753623;5,289855072;4,144927536;5,072463768;3,637681159;0,130434783;5,115942029
jmndmadFs;jemandem auf den Fersen sein;0;24;5;2,169014085;-0,253521127;3,887323944;4,830985915;3,957746479;4,943661972;3,61971831;0,408450704;5,23943662
jmndmadKg;jemandem auf den Keks gehen;0;23;5;4,114285714;-1,4;4,385714286;5,414285714;3,571428571;5,314285714;3,285714286;0,285714286;5,4
jmndmadLg;jemandem auf den Leim gehen;1;23;5;4,1;-1,242857143;3,957142857;3,828571429;3,714285714;4,614285714;3,285714286;0,142857143;4,942857143
jmndmbaHg;jemandem bis aufs Haar gleichen;1;27;5;2,083333333;0,5;3,361111111;4,513888889;4,875;3,666666667;3,958333333;0,527777778;5,166666667
jmndmbldH;jemandem blutet das Herz;1;21;4;6,126760563;-1,422535211;5,056338028;4,563380282;4,352112676;5,295774648;4,154929577;0,549295775;5,309859155
jmndmBnmc;jemandem Beine machen;0;19;3;2,5;-0,352941176;3,838235294;3,838235294;3,514705882;5,161764706;3,705882353;0,132352941;4,897058824
jmndmdDmd;jemandem die Daumen drücken;1;24;4;6,225352113;2,225352113;4,14084507;5,591549296;4,507042254;4,295774648;4,422535211;0,690140845;5,788732394
jmndmdFls;jemandem die Flügel stutzen;0;24;4;4,267605634;-0,295774648;4,197183099;4,309859155;3,746478873;5,295774648;3,830985915;0,267605634;4,732394366
jmndmdHhm;jemandem die Hölle heiß machen;0;26;5;5,450704225;-1,225352113;4,76056338;4,845070423;4,098591549;5,197183099;3,38028169;0,126760563;5,056338028
jmndmdkSz;jemandem die kalte Schulter zeigen;1;30;5;5,585714286;-1,7;5,014285714;5,314285714;4,6;4,6;3,342857143;0,328571429;5,457142857
jmndmdnGz;jemandem den Geldhahn zudrehen;0;27;4;3,585714286;-0,585714286;4,028571429;4,214285714;4,171428571;4,9;3,457142857;0,171428571;5,528571429
jmndmdnMs;jemandem den Mund stopfen;1;22;4;3,628571429;-0,742857143;4,242857143;4,571428571;4,828571429;4,028571429;4,9;0,614285714;5,214285714
jmndmdsHb;jemandem das Herz brechen;0;22;4;7,561643836;-2,356164384;5,438356164;6;5,493150685;4,835616438;3,876712329;0,191780822;5,698630137
jmndmdsMs;jemandem das Maul stopfen;1;22;4;4,985915493;-0,816901408;4;4,436619718;4,605633803;3,957746479;4,14084507;0,521126761;5,281690141
jmndmdSpv;jemandem die Suppe versalzen;1;25;4;4,971014493;-1,492753623;3,666666667;4,608695652;4,101449275;4,275362319;4,173913043;0,84057971;5,231884058
jmndmdsWa;jemandem das Wort abschneiden;0;26;4;2,746478873;-1,028169014;3,830985915;3,830985915;4,112676056;5,169014085;3,61971831;0,112676056;5,126760563
jmndmdZnl;jemandem die Zunge lösen;1;21;4;2,714285714;0,371428571;4,128571429;3,942857143;3,957142857;5,371428571;3,957142857;0,171428571;5,4
jmndmeiGs;jemandem etwas ins Gesicht schleudern;1;33;5;4,128571429;-1,014285714;4,357142857;4,642857143;4,128571429;4,042857143;4,085714286;0,614285714;5,214285714
jmndmenBa;jemandem einen Bären aufbinden;0;27;4;3,757142857;-1,042857143;3,828571429;3,871428571;3,585714286;5,5;3,357142857;0,314285714;4,957142857
jmndmenDv;jemandem einen Denkzettel verpassen;0;32;4;3,420289855;0,086956522;4,449275362;4,15942029;3,434782609;4,84057971;3,855072464;0,463768116;5,115942029
jmndmenEb;jemandem eine Extrawurst braten;1;28;4;2,434782609;0,550724638;3,652173913;4,101449275;3,579710145;4,47826087;3,536231884;0,652173913;5
jmndmenKg;jemandem einen Korb geben;1;22;4;4,285714286;-1,171428571;4,114285714;5,071428571;3,471428571;4,585714286;3,985714286;0,642857143;5,685714286
jmndmenOa;jemandem ein Ohr abkauen;1;21;4;3,014705882;-0,867647059;4,029411765;3,5;3,529411765;5,102941176;3,794117647;0,455882353;5,073529412
jmndmensr;jemandem eins reinwürgen;1;22;3;3,333333333;-0,985507246;4,217391304;4,695652174;3,710144928;5,115942029;3,217391304;0,231884058;4,971014493
jmndmHuMs;jemandem Honig ums Maul schmieren;1;29;5;2,898550725;0,376811594;4,101449275;4,797101449;3,347826087;4,869565217;3,797101449;0,637681159;5
jmndmidHk;jemandem in den Hintern kriechen;0;28;5;4,084507042;-1,014084507;4,197183099;5,042253521;4,042253521;4,647887324;4,112676056;0,352112676;5,281690141
jmndmldGu;jemandem läuft die Galle über;0;25;5;4,577464789;-1,422535211;4,633802817;3,295774648;3,492957746;4,774647887;3,873239437;0,281690141;4,76056338
jmndmpldK;jemandem platzt der Kragen;0;23;4;6,069444444;-1,819444444;5,055555556;5,097222222;4,416666667;4,847222222;3,986111111;0,263888889;5,597222222
jmndmrcdK;jemandem raucht der Kopf;0;21;4;3,285714286;-0,257142857;4,185714286;3,557142857;3,628571429;5,242857143;3,914285714;0,214285714;4,771428571
jmndmrnWe;jemandem reinen Wein einschenken;1;29;4;4,138888889;1,361111111;4,125;4,666666667;3,416666667;4,916666667;3,708333333;0,597222222;5,666666667
jmndmsnHa;jemandem sein Herz ausschütten;0;27;4;3,579710145;1,115942029;5,434782609;5,333333333;4,043478261;5,333333333;3,666666667;0,086956522;5,130434783
jmndmweaH;jemandem wächst etwas ans Herz;0;26;5;6,277777778;2,222222222;4,75;5,513888889;4,430555556;5,097222222;4,055555556;0,263888889;5,402777778
jmndmzmTs;jemandem zum Teufel schicken;0;25;4;6,819444444;-2,097222222;5,083333333;5,652777778;4,569444444;4,902777778;3,180555556;0,138888889;5,111111111
jmndmzrHg;jemandem zur Hand gehen;1;20;4;5,130434783;1,884057971;4,173913043;4,550724638;4,217391304;4,68115942;3,985507246;0,333333333;5,202898551
jmndnadAn;jemanden auf den Arm nehmen;1;23;5;3,535211268;0,154929577;3,746478873;5,183098592;4,056338028;4,971830986;4,23943662;0,661971831;5
jmndnadPb;jemanden auf die Palme bringen;1;26;5;4,112676056;-1,23943662;4,492957746;5,309859155;3,478873239;5,492957746;3,661971831;0,38028169;5,704225352
jmndnafAs;jemanden aufs Abstellgleis schieben;1;32;4;4,464788732;-1,61971831;3,929577465;3,76056338;3,732394366;4,450704225;3,605633803;0,61971831;4,690140845
jmndnafFs;jemanden auf freien Fuß setzen;0;26;5;3,565217391;0,927536232;4;4,420289855;4;5,173913043;4,15942029;0,565217391;5,246376812
jmndnafGf;jemanden aufs Glatteis führen;1;26;4;3,957142857;-1,1;4,2;4,685714286;4,114285714;4,857142857;3,8;0,585714286;5,028571429
jmndnafTe;jemanden auf frischer Tat ertappen;0;30;5;2,732394366;0,197183099;4,197183099;5,154929577;4,633802817;4,197183099;3,746478873;0,492957746;5,76056338
jmndnafzh;jemanden aufziehen;0;17;2;3,028985507;-0,014492754;3,666666667;3,869565217;3,449275362;4,333333333;3,565217391;0,420289855;4,52173913
jmndnddKz;jemanden durch den Kakao ziehen;1;27;5;3,357142857;-0,757142857;3,671428571;3,557142857;3,357142857;5,685714286;3,342857143;0,271428571;5,371428571
jmndnfrdv;jemanden für dumm verkaufen;0;24;4;4,826086957;-1,405797101;3,565217391;5,362318841;3,84057971;4,536231884;2,942028986;0,246376812;5,724637681
jmndnhnLf;jemanden hinters Licht führen;0;26;4;4,492957746;-1,225352113;4,084507042;5,014084507;3,676056338;5,267605634;3,267605634;0,323943662;5,577464789
jmndnidSs;jemanden in den Sack stecken;1;24;5;2,869565217;0,086956522;3,927536232;3,913043478;3,608695652;4,985507246;3,405797101;0,565217391;4,869565217
jmndnidWs;jemanden in die Wüste schicken;1;26;5;5,194029851;-1,402985075;4,626865672;5,074626866;3,149253731;4,71641791;3,701492537;0,597014925;5,417910448
jmndnmndm;jemanden mundtot machen;0;21;3;2,842857143;-0,7;3,885714286;3,714285714;3,471428571;4,457142857;3,8;0,242857143;4,728571429
